Date,Tweet,User Handle,In Reply To,Follower,Following,Listed,Retweet
1/30/2016 23:44,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,dirrachter,,9,345,2,5626
1/30/2016 23:44,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/OKbAmSyQmP https://t.co/FumljuDjc7,tamilynn59,,240,1994,9,0
1/30/2016 23:44,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/fMC8lfnoVO https://t.co/HGfu3UCOgx,etheli51,,3,71,0,0
1/30/2016 23:44,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/wWZ5Aamxfz https://t.co/w4NH9bhL1Q,RockwellFay,,1,5,0,0
1/30/2016 23:44,RT @RapSheet: The @nflnetwork #SuperBowl50 movie trailer is out... And it's awesome! H/t producer   @MalikU913 for this: https://t.co/uIIPB‰Û_,MaxSalyers12,,1092,2287,23,73
1/30/2016 23:44,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/EdDUzfJpzx https://t.co/9mtn3I92Qw,babytat44,,37,146,0,0
1/30/2016 23:44,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,bierleyjulio12,,16,337,5,5626
1/30/2016 23:44,RT @RapSheet: The @nflnetwork #SuperBowl50 movie trailer is out... And it's awesome! H/t producer   @MalikU913 for this: https://t.co/uIIPB‰Û_,Goldenhawk9000,,31,140,1,73
1/30/2016 23:44,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,michelettime,,10,338,2,5626
1/30/2016 23:44,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,gjeltemacn,,9,348,2,5626
1/30/2016 23:44,RT @EAMaddenNFL: ICYMI: #SB50 Roster Update in #Madden16 _ÙÔä https://t.co/CNGQYd4gD8 https://t.co/x9RjJUI09k,Ne0nImpact,,148,16,0,21
1/30/2016 23:44,Super Bowl City Stage Has ADA Access Ramp #SB50 https://t.co/mRJDQgYNnd #celeb,CelebBlogNews1,,55,141,39,0
1/30/2016 23:44,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,haddoxmcdon,,6,288,1,5626
1/30/2016 23:44,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/3BEer9WMAa https://t.co/6CFPRC8kDu,MartaShoats,,0,0,0,0
1/30/2016 23:44,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/lGcrOImX7T https://t.co/WemqgDB2MY,Jutt11Hawkins,,4,19,2,0
1/30/2016 23:44,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",fyisocialnews,,944,2144,486,74
1/30/2016 23:44,"RT @uSTADIUM: What dif days for 2 Heisman winners who were once drafted w/""red flags."" Cam's getting ready for #SB50. Johnny's being hunted‰Û_",_clarizaa,,185,178,10,17
1/30/2016 23:43,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/uc7W7UJl6R https://t.co/Ak6w4Bv0rL,KanikeLinei,,200,1450,6,0
1/30/2016 23:43,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,shirkeyfqf,,12,337,3,5626
1/30/2016 23:43,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,lochricofo,,14,191,3,5626
1/30/2016 23:43,"RT @Panthers: Packing our bags for #SB50 _ÙÒá åÈ https://t.co/rk4W8WXE3K

Join us in Santa Clara! åÈ https://t.co/AUTMfb6y69 https://t.co/8PYojj‰Û_",austin_smedley,,54,70,0,298
1/30/2016 23:43,#Broncos #BroncosNation #UnitedInOrange Broncos Injury Update: Three still sidelined as team w.. #BroncosCountry https://t.co/OfurrOytnM,BroncosViews,,15560,8240,59,0
1/30/2016 23:43,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,berndsenkinn,,26,255,4,5626
1/30/2016 23:43,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",VladimirSolis10,,71,161,0,834
1/30/2016 23:43,RT @RapSheet: The @nflnetwork #SuperBowl50 movie trailer is out... And it's awesome! H/t producer   @MalikU913 for this: https://t.co/uIIPB‰Û_,Rickyjaay_,,457,412,5,73
1/30/2016 23:43,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",ZoganHogan,,503,588,0,834
1/30/2016 23:43,RT @RapSheet: The @nflnetwork #SuperBowl50 movie trailer is out... And it's awesome! H/t producer   @MalikU913 for this: https://t.co/uIIPB‰Û_,Jamiralexander2,,1537,5001,134,73
1/30/2016 23:43,"RT @CarPanthersNews: The #Panthers have sacked their opponents 8 times this postseason while only giving up 2 sacks!

#KeepPounding #SB50 h‰Û_",Pawleybaby1999,,1374,2331,48,69
1/30/2016 23:43,Peaceful Mario Woods Anti-SFPD Protest At Super Bowl City #SB50 https://t.co/W6hwT6N4HM,worldnewsmedia1,,195,54,318,1
1/30/2016 23:43,RT @RapSheet: The @nflnetwork #SuperBowl50 movie trailer is out... And it's awesome! H/t producer   @MalikU913 for this: https://t.co/uIIPB‰Û_,itsroads,,730,1132,17,73
1/30/2016 23:43,"RT @Bey_Legion: ""Last night at SuperBowl rehearsal. Auntie Bey goes off!""

#SB50 https://t.co/wV1wbgWfKB https://t.co/dWH4oYxTYo",geisyassis,,1040,347,4,278
1/30/2016 23:43,Super Bowl City Stage Has ADA Access Ramp #SB50 https://t.co/QPMFqO97RW #YouTube,worldnewsmedia1,,195,54,318,0
1/30/2016 23:43,"RT zennie62 ""Peaceful Mario Woods Anti-SFPD Protest At Super Bowl City #SB50 https://t.co/W6hwT6N4HM #YouTube""",worldnewsmedia1,,195,54,318,0
1/30/2016 23:43,RT @Harp41: We are who we are ... #KeepPounding #sb50 https://t.co/4zo60Y9tVS,msrnixon,,16,48,0,652
1/30/2016 23:43,"RT zennie62 ""Peaceful Mario Woods Anti-SFPD Protest At Super Bowl City #SB50 https://t.co/W6hwT6N4HM""",worldnewsmedia1,,195,54,318,0
1/30/2016 23:43,"RT zennie62 ""Peaceful Mario Woods Anti-SFPD Protest At Super Bowl City #SB50 https://t.co/a91w0CqaiA #news""",worldnewsmedia1,,195,54,318,0
1/30/2016 23:43,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",JoeyRozay303,,109,136,4,74
1/30/2016 23:43,"RT zennie62 ""I liked a YouTube video from zennie62 https://t.co/Hzxk0aK410 Peaceful Mario Woods Anti-SFPD Protest At Super Bowl City #SB50""",worldnewsmedia1,,195,54,318,0
1/30/2016 23:43,"RT zennie62 ""Peaceful Mario Woods Anti-SFPD Protest At Super Bowl City #SB50: https://t.co/Hzxk0aK410 via YouTube""",worldnewsmedia1,,195,54,318,0
1/30/2016 23:43,RT @RapSheet: The @nflnetwork #SuperBowl50 movie trailer is out... And it's awesome! H/t producer   @MalikU913 for this: https://t.co/uIIPB‰Û_,levi_murray326,,79,347,1,73
1/30/2016 23:43,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,beulahdunningd,,9,293,0,5626
1/30/2016 23:43,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,sook6unstasko,,13,106,0,5626
1/30/2016 23:43,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",365sportschat,,33,220,1,74
1/30/2016 23:43,RT @SwipeForDoritos: ONLY 2 days left to vote! Grab a friend &amp; VOTE TOGETHER @: https://t.co/6Wt5MGWWwZ (&amp; be sure to stock up for #SB50) h‰Û_,JadeAlbany,,31729,70,98,10
1/30/2016 23:43,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,lunderman729,,15,338,4,5626
1/30/2016 23:43,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",jamie_shortall,,110,135,0,834
1/30/2016 23:43,The @nflnetwork #SuperBowl50 movie trailer is out... And it's awesome! H/t producer   @MalikU913 for this: https://t.co/uIIPBLqeiU,RapSheet,,961716,659,11244,73
1/30/2016 23:43,@NFLonFOX @Calvinn_Hobbes 1 Day. That's how far #BroncosCountry Fans have to scroll to find a tweet on the #SB50 bound @Broncos. #Bullshlt!,DerekkPara509th,NFLonFOX,72,171,4,0
1/30/2016 23:43,RT @ColdplayAtlas: PHOTO: Chris Martin speaking with Anthony Mason ahead of Coldplay's #SB50 #PepsiHalftime Show [cbs] https://t.co/bzrwAfv‰Û_,_ColdplaysLove_,,7797,6185,18,53
1/30/2016 23:43,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,7ftambur,,12,342,3,5626
1/30/2016 23:43,RT @tarintowers: Great aesthetic #garbage #abandoned #superbowlcity #sb50 https://t.co/2QN8uBTTDt https://t.co/KBlKMGpoeB,noflaps,,164,400,17,9
1/30/2016 23:43,RT @MundoColdplay42: #Genius Clocks/Fix You (Mashup)  #SB50 https://t.co/VYD0W6PgV6,chrisbuckin,,315,236,0,87
1/30/2016 23:43,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",BeauAndAndrea1,,43,189,0,834
1/30/2016 23:43,#nflexperience #SB50 with the fam https://t.co/CfiuMq00Z2,LewisHudnell,,191,113,8,0
1/30/2016 23:43,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/nHzFEwv6mw https://t.co/Gpu1S0GbTp,catt800,,3,12,0,0
1/30/2016 23:43,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,wendorffkr,,11,339,1,5626
1/30/2016 23:43,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/bazxD5nbMS https://t.co/roDfBdNXHi,german_viola_7,,274,390,2,0
1/30/2016 23:43,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/OTBtOo0wDi https://t.co/Jcc5G8OkLH,jen_r_horn,,790,2255,65,0
1/30/2016 23:43,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",brittneygreene7,,1137,2015,12,74
1/30/2016 23:43,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",ROBGOTDAJUICE,,399,455,5,834
1/30/2016 23:43,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/8IFi55H6bN https://t.co/fMBi9qgvhN,BamaBillie,,391,1783,33,0
1/30/2016 23:43,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/M0srdRElVG https://t.co/JL5p9EpGUy,renee_flirt,,9,167,0,0
1/30/2016 23:43,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,penaherrj,,41,978,13,5626
1/30/2016 23:43,RT @KTVU: Security is very tight here at #SuperBowlCity #SB50 https://t.co/vMNxnP0kCi,AkeylaMonae,,846,104,7,63
1/30/2016 23:43,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",d_hawkman,,105,106,8,834
1/30/2016 23:43,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/dIvZH0AdAB https://t.co/c9kWAwS68y,sego277,,121,715,3,0
1/30/2016 23:43,RT @Sportsmanias: Get the Cam Dab emoji before #SuperBowl50 for FREE here: https://t.co/ucE9TLtQKK https://t.co/4CiphTZbOf,RanPantoja_03,,161,205,0,86
1/30/2016 23:43,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/Zgb6A2SDu8 https://t.co/PwEcUycceO,newman_gmail,,0,14,0,0
1/30/2016 23:43,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,martenezfm,,17,332,7,5626
1/30/2016 23:43,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",kawyms,,268,69,12,834
1/30/2016 23:42,RT @MundoColdplay42: #Genius Clocks/Fix You (Mashup)  #SB50 https://t.co/VYD0W6PgV6,_ColdplaysLove_,,7797,6185,18,87
1/30/2016 23:42,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/9XYcVHzj9Y https://t.co/QDDylRcCqW,escr82,,840,2671,26,0
1/30/2016 23:42,"Would u expect less, @RoyMcKenzie, of @SFPD @MayorEdLee &amp; @DHSgov 2 thwart #ISIS &amp; #terrorism? #SB50 #SanFrancisco @NFL #NotMeUs",MichaelPetrelis,RoyMcKenzie,769,539,83,0
1/30/2016 23:42,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,riedwillandmt5,,4,182,1,5626
1/30/2016 23:42,RT @OddsShark: OddsShark's @JonnyOddsShark and @Vegas_Matty talk betting on the Broncos vs. Panthers in #SuperBowl50. Watch: https://t.co/U‰Û_,Vegas_Matty,,5286,4015,167,3
1/30/2016 23:42,@NCPantherChic @charlottevibe I see ya'll two..lol Great season to be celebrated! #SuperBowl50,twentyfour_seve,NCPantherChic,2459,2206,80,0
1/30/2016 23:42,"RT @CarPanthersNews: Much better ‰÷_•üè‰÷_•üè‰÷_•üè

#KeepPounding #SB50 https://t.co/eTSMkgepMw",austin_smedley,,54,70,0,161
1/30/2016 23:42,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",Loveshakeeia,,194,196,2,834
1/30/2016 23:42,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,301lstoer,,17,201,2,5626
1/30/2016 23:42,"RT @Broncos: ""We're talkin' 'bout practice ...""

_ÙÒü's https://t.co/9a4OGFbL9X

#SB50 https://t.co/kkAXCQ18av",OVO_TREY,,225,19,5,180
1/30/2016 23:42,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,dagg3ntyoukhan,,14,294,2,5626
1/30/2016 23:42,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",Terry_Uzumaki21,,535,440,65,74
1/30/2016 23:42,RT @I_LOVE_NY: These are the best #SuperBowl50 events happening in #NYC via @TimeOutNewYork: https://t.co/x172vfn0m8 https://t.co/AJfdcXVbr6,DanM543212,,75,91,24,19
1/30/2016 23:42,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",ShawSportsNFL,,461,580,75,74
1/30/2016 23:42,Peaceful Mario Woods Anti-SFPD Protest At Super Bowl City #SB50 https://t.co/ip9qIwNkNL,starwarsnews1,,90,48,24,0
1/30/2016 23:42,"RT @LevisStadium: Need info about #SB50 events, gameday policies, or transportation?

Get everything here: https://t.co/bbcqnZpoMa https://‰Û_",marty_nvr,,539,421,30,33
1/30/2016 23:42,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,rowlett435,,34,451,12,5626
1/30/2016 23:42,RT @juliacarriew: #SuperBowl50 is a civic celebration https://t.co/WOlZrm73Jy,nbfowler,,175,304,18,91
1/30/2016 23:42,Peaceful Mario Woods Anti-SFPD Protest At Super Bowl City #SB50 https://t.co/geVGkPWus4,DerekMarshy,,52,33,5,0
1/30/2016 23:42,I'm in the running to win $50 Xbox GC from #docsgiveaways https://t.co/sBvi2ny7vC,nai13omb,,536,2353,68,0
1/30/2016 23:42,Nerding out at #superbowl50 because that's how we roll. #stem https://t.co/ghPM5gIQ8b,rica_a,,49,69,1,0
1/30/2016 23:42,Gonna be a crazy week with an awesome tap list... #SB50 starts NOW!!!!! https://t.co/oYxxr6TuuE,GoodKarmaCafe,,1038,122,44,0
1/30/2016 23:42,The ad @Doritos don't want you to see [video] https://t.co/h2GQKDfJeB #CrashtheSuperBowl #PalmOil #NachoRainforest #SB50,sahibak,,4,14,0,0
1/30/2016 23:42,RT @KTVU: Security is very tight here at #SuperBowlCity #SB50 https://t.co/vMNxnP0kCi,ShylaSmith79,,315,400,36,63
1/30/2016 23:42,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,annongalaska4,,4,403,2,5626
1/30/2016 23:42,RT @ekai: Welcome to the #sb50 militarized zone. https://t.co/bhEmyUwyH7,alexqgb,,1289,615,80,46
1/30/2016 23:42,"""The Blind Side"" - movie based on #Panthers OL Michael Oher's life starring Sandra Bullock - is on TNT now. #SB50 #Broncos #KeepPounding",mreader,,1087,1085,80,0
1/30/2016 23:42,The commute into SF for work is going to be real fun this week with #SB50 going on https://t.co/Ljf7AW0qAx,Cauchon,,1978,773,51,0
1/30/2016 23:42,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,sieversonpi,,18,329,6,5626
1/30/2016 23:42,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/rDxv9Nhok8 https://t.co/M79OJBKr9b,bearypaw6,,508,1925,55,0
1/30/2016 23:42,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",benuza9,,688,1048,42,74
1/30/2016 23:42,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,mcclungedson0s,,5,142,3,5626
1/30/2016 23:42,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",JasmainCherri,,484,92,4,834
1/30/2016 23:42,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/BV0L7pqlvI https://t.co/ibgxqmNj9D,OliveTulips,,3532,3425,114,0
1/30/2016 23:42,RT @nbcbayarea: Oops! #SB50 statue vandalized again in San Francisco https://t.co/9VYH6EgItE https://t.co/H1Tg1i8PUT,Marrrrcussss,,1138,1955,29,22
1/30/2016 23:42,"RT @CarPanthersNews: Touchdown catches this postseason:
Luke Kuechly: 2
Demaryius Thomas: 0

#SB50 #KeepPounding https://t.co/9D0z1nVh7e",mahmahnasty,,1687,945,4,216
1/30/2016 23:42,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/uh25itbsHC https://t.co/nJP2wPeRcU,CharmaineAtkins,,657,1015,13,0
1/30/2016 23:42,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,arcoracinoyer2,,6,324,3,5626
1/30/2016 23:42,RT @Bose: Last day in the @Panthers locker room. Last travel playlist. Next stop #SB50 #KeepPounding https://t.co/9fFZoDXFLU https://t.co/J‰Û_,gvioffroadpark1,,73,193,6,139
1/30/2016 23:42,"@Panthers @PanthersFanGP @TigerPanthrHeat @roaringriot #SuperBowl50 Sunday #PartyFun https://t.co/MYXx4PByoN
9z1JCX https://t.co/BLq0Gv2MuZ",faircare_io,Panthers,162,290,85,0
1/30/2016 23:42,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",iamwilliama,,248,76,14,834
1/30/2016 23:42,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",bastianlee1,,59,151,2,74
1/30/2016 23:42,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,hageny14ygneme,,14,73,0,5626
1/30/2016 23:42,@NFL @CameronNewton I would like to know a sports Shop to start ordering my Sb50 stuff.  Thanks@red bullml,bull_m1,NFL,0,21,0,0
1/30/2016 23:42,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,duchowrenert87,,8,277,3,5626
1/30/2016 23:41,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,5wbkvanb,,20,203,5,5626
1/30/2016 23:41,Peaceful Mario Woods Anti-SFPD Protest At Super Bowl City #SB50 https://t.co/vGkDHSwF6I #vlog,YouTubeVloggr,,50,30,28,0
1/30/2016 23:41,#Avosinspace #promo #SB50 @avosfrommexico Visit this link to win prizes - https://t.co/dd8NxUJVKV https://t.co/0Fy1ka29Hh,bluecarracer2,,2,39,0,0
1/30/2016 23:41,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",carlaaayboo,,261,351,1,834
1/30/2016 23:41,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",sheilasita,,386,321,0,74
1/30/2016 23:41,"RT @NFL: 8 days until #SB50!

Soooooon. #CARvsDEN https://t.co/ReCEuWmdZz",_yeetchris,,55,206,1,834
1/30/2016 23:41,My boss subtly pushing his #Broncos propaganda on us during dept head meeting #DenverBroncos #SuperBowl50 https://t.co/jADHIsqGnO,pbergen2000,,479,740,13,0
1/30/2016 23:41,"RT @SFBizTodd: The #MarioWoods protestors are in Super Bowl City, set up in front of the @CNN booth #SB50 https://t.co/nSU19msnf0",HeruIsBack,,821,578,12,3
1/30/2016 23:41,"RT @CBSPittsburgh: #ICYMI -- @steelers legend ""Mean"" Joe Greene reunited with the kid from his classic Coca-Cola commercial for #SB50: http‰Û_",iconcollector2,,37,67,14,6
1/30/2016 23:41,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,michele06a,,22,442,10,5626
1/30/2016 23:41,RT @nbcbayarea: Oops! #SB50 statue vandalized again in San Francisco https://t.co/9VYH6EgItE https://t.co/H1Tg1i8PUT,Boog1e_Man831,,429,455,15,22
1/30/2016 23:41,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,viniegramg,,8,407,2,5626
1/30/2016 23:41,"RT @nottinbutaig: Is all that really necessary?? Apparently he is a member of SFPD's ""Tactical"" unit. #SuperBowl50 #SFPD by musicandm‰Û_ http‰Û_",MargaretWallace,,17830,16551,538,5
1/30/2016 23:41,"I like his play on the field, but I have so much #Respect for @BMarshall now after this! Tune in to #SuperBowl50 https://t.co/saHv6wQl58",BradFowler11,,786,620,11,0
1/30/2016 23:41,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,declerk3ojarra,,21,232,2,5626
1/30/2016 23:41,Peaceful Mario Woods Anti-SFPD Protest At Super Bowl City #SB50 https://t.co/geVGkQe5QE,DerekMarshy,,52,33,5,0
1/30/2016 23:41,The Bubble Man is the hit of the (kids) party! #SB50 #SuperBowlCity @superbowl50 @SuperBowl https://t.co/YX90BcEyuq,dougkoob,,406,1934,14,0
1/30/2016 23:41,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",eazzz_e,,929,231,32,74
1/30/2016 23:41,RT @nytfood: Finalize your #SB50 party plans https://t.co/ZFgTrwNCzo,DanM543212,,75,91,24,18
1/30/2016 23:41,RT @Coldplayvideo: Coldplay rehearsing for the #SB50 halftime show! https://t.co/ZfwqkVkuGJ #PepsiHalftime,setastellam,,586,235,38,4
1/30/2016 23:41,RT @Alesso: Headlining @SuperCity50 with @Diplo next Saturday!! #SB50 https://t.co/cjXyk2T7fT,ryokunda1,,141,96,3,113
1/30/2016 23:41,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,sieligowf,,16,176,3,5626
1/30/2016 23:41,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",RealHumble_,,639,339,10,74
1/30/2016 23:41,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",_hiddenmahone,,199,175,4,74
1/30/2016 23:41,RT @tarintowers: #JusticeForMarioWoods protestors have moved to the #sb50 sign #SuperBowlCity https://t.co/SKbGIMzUUu,doyle1020,,1324,2333,61,11
1/30/2016 23:41,RT @Justice4MWNow: #justice4mariowoods #mariowoods #blacklivesmatter #sb50 #brownlivesmatter @ Super Bowl 50 https://t.co/oCMtcyTRdI,gilbazoid,,328,300,62,2
1/30/2016 23:41,"RT @Bey_Legion: ""Last night at SuperBowl rehearsal. Auntie Bey goes off!""

#SB50 https://t.co/wV1wbgWfKB https://t.co/dWH4oYxTYo",kiIlmeboy,,2888,888,31,278
1/30/2016 23:41,RT @BetTheSuperBowl: Check out the 7 best sites for betting #SB50 -&gt; https://t.co/8NqsKuQHny Our top ranked sportbook offers over 500 #Supe‰Û_,penalozaot,,4,97,1,5626
1/30/2016 23:41,"RT @Broncos: ""I haven't seen [a quarterback] like him. None of us have.""

_ÙÒ¡ https://t.co/9GTQpHyAzc

#SB50 https://t.co/VMWPJ6dqiF",libbb_b,,82,268,4,74
